time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-04-25T20:16:40.850Z,41.8919,-119.6496,7.7,1.7,ml,4,217.62,0.124,0.1471,nn,nn00541784,2016-04-25T23:30:27.873Z,"66km ESE of Lakeview, Oregon",earthquake,4.7,4.2,0.46,3,reviewed,nn,nn
2016-04-25T20:10:35.340Z,-33.7325,-72.036,24.46,4.5,mb,,131,0.359,0.87,us,us10005bgv,2016-04-25T23:40:37.115Z,"41km WSW of San Antonio, Chile",earthquake,3.4,5.9,0.191,8,reviewed,us,us
2016-04-25T19:58:56.350Z,47.271,-122.2615,20.79,1.26,ml,11,182,0.08571,0.1,uw,uw61130447,2016-04-26T19:24:55.020Z,"1km NW of Pacific, Washington",earthquake,0.44,0.67,0.047,3,reviewed,uw,uw
2016-04-25T19:55:43.610Z,35.8935,-89.9871667,8.6,2.23,md,16,74,0.07561,0.12,nm,nm60025308,2016-04-25T20:25:55.351Z,"7km WSW of Blytheville, Arkansas",earthquake,0.43,0.97,0.094,13,reviewed,nm,nm
2016-04-25T19:30:54.260Z,33.852,-117.4956667,-0.55,1.62,ml,35,76,0.05447,0.2,ci,ci37336375,2016-04-25T22:44:31.610Z,"4km SE of Home Gardens, CA",quarry blast,0.35,31.61,0.161,18,reviewed,ci,ci
2016-04-25T19:00:58.300Z,18.1667,-68.769,141,3.4,Md,6,342,1.24416667,0.28,pr,pr16116005,2016-04-26T13:13:58.040Z,"28km SW of Boca de Yuma, Dominican Republic",earthquake,4.8,2.5,0,5,reviewed,pr,pr
2016-04-25T19:00:28.990Z,34.193,-117.4178333,6.21,1.11,ml,19,62,0.0699,0.13,ci,ci37336359,2016-04-25T19:25:49.161Z,"4km SSW of Devore, CA",earthquake,0.21,0.6,0.129,6,reviewed,ci,ci
2016-04-25T18:44:11.630Z,47.1695,-118.9935,-0.47,1.43,ml,7,115,0.1227,0.47,uw,uw61130422,2016-04-26T18:49:13.810Z,"22km ENE of Moses Lake, Washington",explosion,1.99,31.61,0.116,3,reviewed,uw,uw
2016-04-25T18:29:25.912Z,38.6666,-118.7693,14.1,1.1,ml,10,150.11,0.197,0.0911,nn,nn00541837,2016-04-25T23:43:40.364Z,"20km NW of Hawthorne, Nevada",earthquake,,3,0.38,2,reviewed,nn,nn
2016-04-25T18:20:29.628Z,40.6487,-119.47,0,1.1,ml,4,314.78,0.755,0.1319,nn,nn00541834,2016-04-25T23:37:18.866Z,"10km NW of Gerlach-Empire, Nevada",earthquake,,0,0.07,2,reviewed,nn,nn
2016-04-25T18:13:13.640Z,21.2095,121.1438,10,5.3,mb,,37,1.601,0.84,us,us10005bg6,2016-04-25T23:16:40.333Z,"86km WNW of Itbayat, Philippines",earthquake,6.5,1.7,0.039,216,reviewed,us,us
2016-04-25T18:09:34.000Z,63.0166,-150.3943,104.6,1.6,ml,,,,0.44,ak,ak13494489,2016-04-25T18:59:23.218Z,"78km N of Talkeetna, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-04-25T17:32:54.000Z,64.4701,-146.784,5.2,1.3,ml,,,,0.48,ak,ak13494488,2016-04-25T18:10:15.707Z,"8km SE of Salcha, Alaska",earthquake,0.6,0.5,,,automatic,ak,ak
2016-04-25T17:29:36.820Z,35.9934998,-120.559166,3.89,1.61,md,23,69,0.02423,0.07,nc,nc72627265,2016-04-25T20:08:01.982Z,"24km SW of Coalinga, California",earthquake,0.28,0.41,0.21,12,automatic,nc,nc
2016-04-25T17:29:31.900Z,18.3985,-67.3591,19,2,Md,7,169.2,0.11498436,0.18,pr,pr16116004,2016-04-25T19:29:14.558Z,"13km WNW of Rincon, Puerto Rico",earthquake,0.8,0.8,0,6,reviewed,pr,pr
2016-04-25T17:27:47.065Z,40.6304,-119.4745,0,2,ml,7,121.71,0.736,0.1347,nn,nn00541750,2016-04-25T23:29:28.581Z,"9km NW of Gerlach-Empire, Nevada",earthquake,5.49,,0.09,4,reviewed,nn,nn
2016-04-25T17:04:11.484Z,40.6299,-119.4516,0,1.3,ml,4,305.71,0.743,0.1253,nn,nn00541773,2016-04-25T23:30:10.070Z,"8km NW of Gerlach-Empire, Nevada",earthquake,7.72,,0.07,2,reviewed,nn,nn
2016-04-25T16:54:39.400Z,35.7448333,-82.5751667,1.25,1.49,md,7,101,0.2072,0.07,se,se60025433,2016-04-26T15:29:23.100Z,"5km NNW of Weaverville, North Carolina",earthquake,0.53,8.85,0.077,6,reviewed,se,se
2016-04-25T16:38:46.000Z,61.1779,-149.8871,21.4,1.7,ml,,,,0.95,ak,ak13494484,2016-04-25T17:33:39.004Z,"4km S of Anchorage, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-04-25T16:34:32.000Z,63.1478,-149.2331,73.6,1.2,ml,,,,0.73,ak,ak13494483,2016-04-25T16:59:25.692Z,"30km SSW of Cantwell, Alaska",earthquake,1.5,1.2,,,automatic,ak,ak
2016-04-25T16:10:44.000Z,64.5894,-147.9322,18.9,1,ml,,,,0.69,ak,ak13494481,2016-04-25T16:59:22.375Z,"29km SSW of Fairbanks, Alaska",earthquake,0.3,0.1,,,automatic,ak,ak
2016-04-25T15:44:33.140Z,35.7495,-82.577,0.2,1.97,md,9,101,0.2076,0.16,se,se60025418,2016-04-26T15:03:27.290Z,"6km NNW of Weaverville, North Carolina",earthquake,0.37,6.11,0.186,7,reviewed,se,se
2016-04-25T15:41:15.960Z,40.831,-123.4955,20.73,1.86,md,8,215,0.2704,0.04,nc,nc72627250,2016-04-25T21:18:03.114Z,"16km SE of Willow Creek, California",earthquake,0.86,1.04,0.226,6,reviewed,nc,nc
2016-04-25T15:34:58.270Z,38.7878342,-122.7360001,1.49,1.12,md,11,64,0.004625,0.02,nc,nc72627240,2016-04-25T17:14:03.070Z,"2km ENE of The Geysers, California",earthquake,0.29,0.67,0.17,3,automatic,nc,nc
2016-04-25T15:22:34.000Z,63.0329,-149.5498,71,1.7,ml,,,,0.66,ak,ak13494472,2016-04-25T16:24:11.822Z,"50km SW of Cantwell, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-04-25T15:06:05.400Z,35.744,-82.576,0.38,1.47,md,5,159,0.2063,0.08,se,se60025438,2016-04-26T15:44:20.380Z,"5km NNW of Weaverville, North Carolina",earthquake,0.46,10.28,0.097,3,reviewed,se,se
2016-04-25T15:03:14.810Z,34.321,-116.9005,7.9,1.19,ml,46,80,0.06091,0.14,ci,ci37336327,2016-04-25T22:38:32.790Z,"8km NW of Big Bear City, CA",earthquake,0.19,0.32,0.106,21,reviewed,ci,ci
2016-04-25T14:57:12.300Z,18.25,-67.8444,8,3.1,Md,7,180,0.37190253,0.09,pr,pr16116003,2016-04-25T16:28:39.159Z,"63km W of Rincon, Puerto Rico",earthquake,0.7,0.7,0,4,reviewed,pr,pr
2016-04-25T14:52:50.950Z,35.7516667,-82.577,1.25,1.37,md,4,157,0.2084,0.09,se,se60025443,2016-04-26T16:55:09.640Z,"6km NNW of Weaverville, North Carolina",earthquake,1.02,9.57,0.098,2,reviewed,se,se
2016-04-25T14:43:29.760Z,35.7528333,-82.5716667,4.25,2.53,md,28,47,0.2129,0.26,se,se60025303,2016-04-26T12:54:29.468Z,"5km NNW of Weaverville, North Carolina",earthquake,0.4,1.05,0.059,12,reviewed,se,se
2016-04-25T14:37:54.000Z,62.9798,-149.6549,0.9,2.3,ml,,,,0.39,ak,ak13494316,2016-04-25T15:47:03.537Z,"58km SW of Cantwell, Alaska",earthquake,9.5,12.8,,,automatic,ak,ak
2016-04-25T14:16:40.707Z,40.6339,-119.4232,0,1.1,ml,3,334.09,0.755,0.109,nn,nn00541772,2016-04-26T02:35:43.266Z,"6km NNW of Gerlach-Empire, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2016-04-25T14:14:25.000Z,61.7224,-149.8705,46,1.1,ml,,,,0.4,ak,ak13494310,2016-04-25T22:49:49.994Z,"9km ESE of Willow, Alaska",earthquake,1.1,1.2,,,reviewed,ak,ak
2016-04-25T14:01:46.860Z,-32.1529,-71.8748,22.39,4.5,mb,,173,0.635,0.92,us,us20005lk7,2016-04-25T14:58:50.417Z,"69km WNW of La Ligua, Chile",earthquake,3.5,6.7,0.192,8,reviewed,us,us
2016-04-25T13:13:52.300Z,38.8129997,-122.7928314,2.67,1.56,md,27,55,0.005383,0.02,nc,nc72627210,2016-04-25T14:42:01.442Z,"5km NW of The Geysers, California",earthquake,0.2,0.4,0.06,7,automatic,nc,nc
2016-04-25T13:09:54.861Z,36.0943,-113.7974,5.7,1.5,ml,5,262.99,1.02,0.1023,nn,nn00541767,2016-04-26T02:35:41.896Z,"26km ENE of Meadview, Arizona",earthquake,,15.8,0,1,reviewed,nn,nn
2016-04-25T13:07:35.600Z,19.1495,-64.361,43,2.6,Md,5,324,0.90190855,0.12,pr,pr16116002,2016-04-25T16:27:32.653Z,"85km NNE of Road Town, British Virgin Islands",earthquake,4,9.9,0,3,reviewed,pr,pr
2016-04-25T13:04:03.060Z,45.4486667,-123.3186667,19.83,1.69,ml,11,138,0.2224,0.17,uw,uw61130367,2016-04-26T19:30:55.730Z,"15km NW of Yamhill, Oregon",earthquake,0.49,1.47,0.111,15,reviewed,uw,uw
2016-04-25T12:51:37.910Z,34.948,-118.7506667,7.46,1.43,ml,21,92,0.08106,0.11,ci,ci37336311,2016-04-25T17:33:11.837Z,"16km NE of Lebec, CA",earthquake,0.17,0.54,0.138,24,reviewed,ci,ci
2016-04-25T12:36:43.005Z,40.6195,-119.4543,13.2,1,ml,3,313.82,0.732,0.0772,nn,nn00541766,2016-04-26T02:35:39.152Z,"7km NW of Gerlach-Empire, Nevada",earthquake,,4.1,0,1,reviewed,nn,nn
2016-04-25T12:29:52.020Z,40.9963333,-124.0815,20.51,2.9,ml,28,162,0.06218,0.21,nc,nc72627190,2016-04-25T21:44:02.175Z,"5km NNE of McKinleyville, California",earthquake,0.63,0.38,0.119,16,reviewed,nc,nc
2016-04-25T12:09:10.000Z,63.2864,-144.6657,0,1.8,ml,,,,0.8,ak,ak13494014,2016-04-25T12:44:37.952Z,"70km SSE of Deltana, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-04-25T12:04:10.410Z,38.8110008,-122.8236694,-0.65,1.37,md,9,179,0.02237,0.03,nc,nc72627185,2016-04-25T12:34:02.753Z,"6km WNW of The Geysers, California",earthquake,0.72,1.06,0.22,3,automatic,nc,nc
2016-04-25T11:57:36.490Z,47.5211667,-122.0046667,8.57,1.43,ml,10,124,0.06385,0.16,uw,uw61130357,2016-04-26T19:36:07.700Z,"2km ESE of Issaquah, Washington",earthquake,1.47,1.61,0.076,7,reviewed,uw,uw
2016-04-25T11:45:06.720Z,21.7231,143.2715,275.84,4.4,mb,,132,5.439,1.05,us,us20005lk1,2016-04-25T12:03:28.009Z,"213km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.2,8,0.067,65,reviewed,us,us
2016-04-25T11:16:44.770Z,35.7,-118.0691667,0.53,1.16,ml,23,41,0.1411,0.14,ci,ci37336303,2016-04-25T17:25:59.298Z,"24km WNW of Inyokern, CA",earthquake,0.2,0.33,0.158,13,reviewed,ci,ci
2016-04-25T11:13:22.323Z,40.6139,-119.4565,0,1.5,ml,5,121.4,0.726,0.0728,nn,nn00541739,2016-04-26T02:35:24.156Z,"7km WNW of Gerlach-Empire, Nevada",earthquake,,0,0.13,3,reviewed,nn,nn
2016-04-25T10:28:23.450Z,48.1146,16.1559,9.54,3.9,ml,,58,1.789,0.54,us,us20005ljz,2016-04-25T22:52:30.122Z,"2km SSE of Breitenfurt bei Wien, Austria",earthquake,5.6,7,0.062,34,reviewed,us,us
2016-04-25T10:17:29.950Z,47.5095,-121.947,17.14,1.5,ml,11,139,0.3181,0.21,uw,uw61130342,2016-04-26T17:19:12.190Z,"6km ESE of Issaquah, Washington",earthquake,0.53,1.99,0.168,9,reviewed,uw,uw
2016-04-25T10:09:40.000Z,61.5508,-149.8629,33,1.6,ml,,,,0.29,ak,ak13493727,2016-04-25T11:00:03.765Z,"5km NE of Big Lake, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-04-25T10:01:31.560Z,-6.5182,153.3917,21.3,4.8,mb,,101,2.615,1.46,us,us20005ljx,2016-04-25T12:49:47.337Z,"230km S of Taron, Papua New Guinea",earthquake,8.1,7.7,0.096,33,reviewed,us,us
2016-04-25T09:54:20.000Z,63.2631,-150.2432,101.8,1.1,ml,,,,0.18,ak,ak13493723,2016-04-25T10:26:47.574Z,"66km WSW of Cantwell, Alaska",earthquake,1,1.3,,,automatic,ak,ak
2016-04-25T09:14:05.680Z,14.4475,-92.9319,47.17,4.7,mb,,154,1.2,1.41,us,us20005lja,2016-04-25T11:50:35.714Z,"62km WSW of Puerto Madero, Mexico",earthquake,6.2,5.9,0.031,311,reviewed,us,us
2016-04-25T09:13:14.100Z,18.5046,-65.028,28,1.7,Md,3,252,0.16798496,0.28,pr,pr16116001,2016-04-25T13:31:51.099Z,"20km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.3,3.1,0,3,reviewed,pr,pr
2016-04-25T08:34:22.670Z,-58.9039,-26.2869,103.04,4.9,mb,,69,7.287,1.01,us,us20005lj2,2016-04-25T10:07:42.517Z,"19km NE of Bristol Island, South Sandwich Islands",earthquake,9.2,7.2,0.079,55,reviewed,us,us
2016-04-25T08:28:33.980Z,36.5996666,-121.0968323,7.51,1.88,md,13,97,0.05071,0.05,nc,nc72627170,2016-04-25T11:00:03.585Z,"28km NE of Soledad, California",earthquake,0.42,0.97,0.27,12,automatic,nc,nc
2016-04-25T08:15:04.710Z,37.6905,-119.4151667,14.15,1.21,md,13,155,0.2724,0.05,nc,nc71101739,2016-04-25T20:35:02.024Z,"15km ESE of Yosemite Valley, California",earthquake,0.45,1.39,0.098,10,reviewed,nc,nc
2016-04-25T08:09:35.000Z,65.277,-151.3976,6.1,1.5,ml,,,,0.48,ak,ak13493566,2016-04-25T08:38:48.217Z,"33km ENE of Tanana, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-04-25T08:06:34.000Z,-24.29,-67.27,180,4.5,mb,,,,1.23,us,us20005lir,2016-04-25T13:25:27.104Z,"96km W of San Antonio de los Cobres, Argentina",earthquake,9.7,8.1,0.204,7,reviewed,sja,us
2016-04-25T08:04:25.470Z,38.8161659,-122.8031693,2.83,1.76,md,32,57,0.009011,0.03,nc,nc72627160,2016-04-25T10:35:03.514Z,"5km NW of The Geysers, California",earthquake,0.2,0.36,0.15,10,automatic,nc,nc
2016-04-25T08:02:46.330Z,-17.9465,-178.4604,598.6,5.3,mb,,41,3.327,0.71,us,us20005liq,2016-04-25T08:23:14.069Z,"285km SE of Lambasa, Fiji",earthquake,10.7,6.9,0.028,428,reviewed,us,us
2016-04-25T08:00:11.710Z,35.3116667,-84.2303333,17.32,2.54,md,35,54,0.1843,0.16,se,se60138746,2016-04-26T12:40:23.865Z,"26km SSE of Madisonville, Tennessee",earthquake,0.25,0.64,0.083,19,reviewed,se,se
2016-04-25T07:49:40.200Z,18.3008,-67.0665,28,2.7,Md,14,93.6,0.12576414,0.28,pr,pr16116000,2016-04-25T08:21:29.886Z,"6km ENE of Espino, Puerto Rico",earthquake,0.8,1.7,0,12,reviewed,pr,pr
2016-04-25T07:45:20.000Z,63.2725,-152.5477,0,1.4,ml,,,,0.88,ak,ak13493561,2016-04-25T08:38:47.192Z,"157km ENE of McGrath, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-04-25T07:37:01.930Z,-14.9206,167.4736,117.86,4.7,mb,,120,0.585,0.69,us,us20005lij,2016-04-25T08:03:06.627Z,"47km ENE of Port-Olry, Vanuatu",earthquake,11,4.2,0.127,19,reviewed,us,us
2016-04-25T07:28:44.477Z,40.6491,-119.4728,0,1.9,ml,4,314.76,0.754,0.1207,nn,nn00541783,2016-04-26T02:35:52.318Z,"10km NW of Gerlach-Empire, Nevada",earthquake,,0,0.49,3,reviewed,nn,nn
2016-04-25T07:27:29.010Z,14.4079,-93.0789,35,4.7,mb,,171,1.345,1.17,us,us20005lif,2016-04-25T08:12:38.066Z,"78km WSW of Puerto Madero, Mexico",earthquake,7.1,2,0.035,241,reviewed,us,us
2016-04-25T07:22:38.160Z,37.7473333,-110.6601667,4.04,2.63,ml,22,140,0.201,0.16,uu,uu60146437,2016-04-25T18:50:42.342Z,"69km S of Hanksville, Utah",earthquake,0.49,1.24,0.346,6,reviewed,uu,uu
2016-04-25T07:07:09.890Z,14.4108,-93.1059,25.49,5.6,mb,,68,1.371,1.03,us,us20005li9,2016-04-26T14:26:13.000Z,"81km WSW of Puerto Madero, Mexico",earthquake,6.8,2.4,0.024,622,reviewed,us,us
2016-04-25T07:06:23.930Z,-0.1148,-80.153,25.5,4.6,mb,,88,1.877,0.97,us,us20005lia,2016-04-25T09:52:06.421Z,"24km SSW of Pedernales, Ecuador",earthquake,7,6.3,0.116,22,reviewed,us,us
2016-04-25T06:40:04.000Z,63.5074,-147.6221,16.3,1.5,ml,,,,0.62,ak,ak13493411,2016-04-25T07:26:23.728Z,"67km ENE of Cantwell, Alaska",earthquake,0.4,0.3,,,automatic,ak,ak
2016-04-25T06:24:26.000Z,59.9084,-151.188,42.6,3.5,ml,,,,0.87,ak,ak13493399,2016-04-25T07:27:13.815Z,"20km NNE of Fritz Creek, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-04-25T05:53:41.000Z,51.4323,-175.2168,5.1,2.3,ml,,,,0.89,ak,ak13493398,2016-04-25T19:27:16.220Z,"110km SW of Atka, Alaska",earthquake,1.7,1.7,,,reviewed,ak,ak
2016-04-25T05:46:28.000Z,59.8182,-153.0049,96.1,2.3,ml,,,,0.52,ak,ak13493394,2016-04-25T06:51:56.960Z,"66km W of Anchor Point, Alaska",earthquake,1.3,1,,,automatic,ak,ak
2016-04-25T05:36:44.670Z,38.8209991,-122.8105011,2.64,1.45,md,29,62,0.002416,0.02,nc,nc72627100,2016-04-25T07:26:03.114Z,"6km NW of The Geysers, California",earthquake,0.2,0.39,0.1,6,automatic,nc,nc
2016-04-25T05:34:06.803Z,40.6569,-119.4945,0,1,ml,4,314.78,0.756,0.1733,nn,nn00541780,2016-04-26T02:35:50.953Z,"12km NW of Gerlach-Empire, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2016-04-25T05:15:13.310Z,33.3728333,-116.4141667,10.57,1.67,ml,52,65,0.1044,0.21,ci,ci37336263,2016-04-25T16:50:39.260Z,"14km NNW of Borrego Springs, CA",earthquake,0.21,0.43,0.126,24,reviewed,ci,ci
2016-04-25T05:11:55.480Z,46.1986667,-122.1893333,3.97,1.04,ml,19,91,0.001777,0.14,uw,uw60124108,2016-04-26T18:31:33.530Z,"37km NNE of Amboy, Washington",earthquake,0.36,0.58,0.188,14,reviewed,uw,uw
2016-04-25T04:44:09.600Z,43.4658,-0.5662,2,3.9,ml,,,,1.47,us,us10005bjg,2016-04-26T00:36:26.338Z,"2km E of Arthez-de-Bearn, France",earthquake,8.1,2,,,reviewed,csem,csem
2016-04-25T04:05:25.280Z,41,-80.46,3,1.9,ml,13,103,0.2375,0.23,ld,ld60112616,2016-04-25T21:16:22.040Z,"3km NE of Bessemer, Pennsylvania",earthquake,,31.61,0.283,14,reviewed,ld,ld
2016-04-25T03:35:02.110Z,33.9595,-116.7421667,18.59,1.17,ml,42,55,0.09309,0.11,ci,ci37336255,2016-04-25T22:26:48.124Z,"6km NE of Cabazon, CA",earthquake,0.14,0.36,0.085,24,reviewed,ci,ci
2016-04-25T03:05:20.170Z,38.8371658,-122.8261642,1.83,1.04,md,18,85,0.007418,0.02,nc,nc72627070,2016-04-25T05:00:04.793Z,"8km NW of The Geysers, California",earthquake,0.24,0.55,0.13,4,automatic,nc,nc
2016-04-25T02:53:52.140Z,34.297,-116.8765,4.6,1.08,ml,20,62,0.05041,0.19,ci,ci37336247,2016-04-25T16:50:33.946Z,"5km NW of Big Bear City, CA",earthquake,0.4,0.74,0.165,28,reviewed,ci,ci
2016-04-25T02:28:22.300Z,37.9188333,-112.508,3.61,2.57,ml,15,54,0.2836,0.29,uu,uu60146417,2016-04-25T18:23:52.012Z,"12km NNW of Panguitch, Utah",earthquake,0.66,31.61,0.126,12,reviewed,uu,uu
2016-04-25T02:15:07.000Z,52.0403,179.3445,50,2.8,ml,,,,0.86,ak,ak13493132,2016-04-25T19:28:02.228Z,"20km WNW of Semisopochnoi Island, Alaska",earthquake,16.2,17.1,,,reviewed,ak,ak
2016-04-25T02:10:47.280Z,38.8110008,-122.8235016,2.14,1.2,md,19,92,0.00492,0.03,nc,nc72627045,2016-04-25T03:12:03.545Z,"6km WNW of The Geysers, California",earthquake,0.27,0.42,0.09,4,automatic,nc,nc
2016-04-25T01:12:44.330Z,49.889,156.1008,88.92,4.4,mb,,154,3.375,0.55,us,us20005lhf,2016-04-25T03:32:59.651Z,"87km S of Severo-Kuril'sk, Russia",earthquake,13.7,9.2,0.081,44,reviewed,us,us
2016-04-25T01:12:03.270Z,-23.8385,-179.919,519.54,4.5,mb,,94,5.671,0.87,us,us20005lhg,2016-04-25T03:16:27.060Z,"South of the Fiji Islands",earthquake,12.4,6.8,0.082,43,reviewed,us,us
2016-04-25T01:04:58.800Z,37.5530014,-118.8598328,6.79,2.04,md,26,93,0.0443,0.05,nc,nc72627035,2016-04-26T02:35:20.211Z,"14km SE of Mammoth Lakes, California",earthquake,0.25,0.67,0.16,25,automatic,nc,nc
2016-04-25T01:03:05.270Z,36.1963333,-89.4035,6.62,2.22,md,21,68,0.03646,0.05,nm,nm60025203,2016-04-25T11:46:58.804Z,"10km SE of Ridgely, Tennessee",earthquake,0.48,0.87,0.064,13,reviewed,nm,nm
2016-04-25T01:01:34.160Z,46.1915,-122.1845,4.16,1.05,ml,18,138,0.009688,0.13,uw,uw61130252,2016-04-26T19:43:28.820Z,"37km NNE of Amboy, Washington",earthquake,0.36,0.47,0.182,11,reviewed,uw,uw
2016-04-25T01:00:26.320Z,35.1689,137.5142,44.79,4.4,mb,,113,0.436,1.29,us,us20005lh9,2016-04-25T01:22:40.556Z,"29km N of Shinshiro, Japan",earthquake,4.1,8.3,0.155,12,reviewed,us,us
2016-04-25T00:59:00.432Z,38.6428,-118.7171,12.8,1,ml,6,153.25,0.153,0.1835,nn,nn00541759,2016-04-26T02:35:34.107Z,"15km NNW of Hawthorne, Nevada",earthquake,,6,0.39,3,reviewed,nn,nn
2016-04-25T00:01:18.350Z,38.8066673,-122.8256683,1.76,1.11,md,20,122,0.003514,0.04,nc,nc72627015,2016-04-25T01:38:03.293Z,"6km WNW of The Geysers, California",earthquake,0.27,0.41,0.17,5,automatic,nc,nc
2016-04-24T23:57:53.000Z,62.8808,-150.8351,106.3,1.2,ml,,,,0.51,ak,ak13492890,2016-04-25T00:52:48.819Z,"72km NNW of Talkeetna, Alaska",earthquake,0.7,1.8,,,automatic,ak,ak
2016-04-24T23:50:54.610Z,15.5008,-93.1378,102.56,4.4,mb,,122,1.237,0.68,us,us20005lh2,2016-04-25T23:33:55.040Z,"24km SSE of Pijijiapan, Mexico",earthquake,5.2,7.7,0.034,251,reviewed,us,us
2016-04-24T23:46:49.000Z,63.2598,-151.3499,7.9,1,ml,,,,0.44,ak,ak13492889,2016-04-25T00:16:11.867Z,"121km W of Cantwell, Alaska",earthquake,0.7,0.4,,,automatic,ak,ak
2016-04-24T23:12:34.380Z,34.2936667,-116.8765,5.84,1.28,ml,46,54,0.04818,0.15,ci,ci37336231,2016-04-25T22:13:10.010Z,"5km NW of Big Bear City, CA",earthquake,0.2,0.34,0.14,21,reviewed,ci,ci
2016-04-24T23:12:09.720Z,40.6961667,-111.48,10.7,1.61,ml,27,52,0.04871,0.16,uu,uu60146412,2016-04-25T18:35:27.230Z,"5km NNE of Park City, Utah",earthquake,0.34,0.78,0.066,5,reviewed,uu,uu
2016-04-24T23:04:50.370Z,37.5606651,-118.8603363,4.54,1.55,md,23,140,0.0384,0.03,nc,nc72627005,2016-04-25T01:12:02.246Z,"13km SE of Mammoth Lakes, California",earthquake,0.29,0.56,0.19,21,automatic,nc,nc
2016-04-24T23:03:35.000Z,64.9947,-147.33,0,1.2,ml,,,,0.71,ak,ak13492886,2016-04-24T23:38:55.981Z,"23km NNE of Badger, Alaska",earthquake,0.2,0.6,,,automatic,ak,ak
2016-04-24T23:01:21.450Z,37.5578346,-118.8601685,4.41,1.08,md,12,150,0.04052,0.02,nc,nc72627000,2016-04-25T00:45:03.053Z,"14km SE of Mammoth Lakes, California",earthquake,0.49,1.17,0.19,10,automatic,nc,nc
2016-04-24T22:59:29.320Z,37.559166,-118.8623352,4.14,2.4,md,36,91,0.04057,0.05,nc,nc72626995,2016-04-25T00:19:02.835Z,"13km SE of Mammoth Lakes, California",earthquake,0.21,0.53,0.24,34,automatic,nc,nc
2016-04-24T22:51:37.590Z,37.5586662,-118.8606644,4.53,2.03,md,28,91,0.04011,0.03,nc,nc72626980,2016-04-24T23:11:02.676Z,"14km SE of Mammoth Lakes, California",earthquake,0.28,0.47,0.23,24,automatic,nc,nc
2016-04-24T22:51:27.300Z,37.5616684,-118.8603363,4.46,1.7,md,12,148,0.03764,0.02,nc,nc72626985,2016-04-24T23:37:01.752Z,"13km SE of Mammoth Lakes, California",earthquake,0.36,1.14,0.63,11,automatic,nc,nc
2016-04-24T22:47:21.700Z,18.2917,-68.0037,97,3.4,Md,9,327.6,0.50664982,0.34,pr,pr16115005,2016-04-24T23:56:24.280Z,"53km SE of Punta Cana, Dominican Republic",earthquake,3.9,2.1,0,8,reviewed,pr,pr
2016-04-24T22:24:34.310Z,-17.6474,-173.0273,11.17,5.3,mb,,56,3.269,1.44,us,us20005lgm,2016-04-26T15:21:41.000Z,"150km NE of Neiafu, Tonga",earthquake,10.8,4.6,0.032,328,reviewed,us,us
2016-04-24T22:04:13.000Z,59.8313,-152.9885,93.9,1.5,ml,,,,0.25,ak,ak13492688,2016-04-24T22:26:18.132Z,"65km W of Anchor Point, Alaska",earthquake,1,0.8,,,automatic,ak,ak
2016-04-24T21:43:10.500Z,36.957,71.5338,113.75,5,mwr,,65,0.58,0.95,us,us20005lgb,2016-04-24T22:35:54.011Z,"26km NNW of Ishkashim, Tajikistan",earthquake,7.5,4.8,0.069,20,reviewed,us,us
2016-04-24T21:40:45.470Z,39.4634,-115.8026,0,1.6,ml,6,93.29,0.864,0.5181,nn,nn00541697,2016-04-25T23:34:56.521Z,"14km ESE of Eureka, Nevada",earthquake,7.48,,0.01,2,reviewed,nn,nn
2016-04-24T21:32:56.554Z,38.6567,-118.7909,6.7,1.5,ml,19,112.55,0.201,0.1629,nn,nn00541694,2016-04-25T23:34:24.104Z,"20km NW of Hawthorne, Nevada",earthquake,1.24,2.7,0.28,7,reviewed,nn,nn
2016-04-24T21:27:58.000Z,59.9021,-152.9798,132,1.6,ml,,,,0.34,ak,ak13492679,2016-04-24T21:49:15.810Z,"65km WNW of Anchor Point, Alaska",earthquake,1.6,3.1,,,automatic,ak,ak
2016-04-24T21:18:59.000Z,62.3056,-151.4154,89.2,1.7,ml,,,,0.58,ak,ak13492676,2016-04-24T21:49:12.451Z,"67km W of Talkeetna, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
2016-04-24T20:59:29.800Z,36.6543333,-121.2683333,3.14,2.8,md,65,40,0.01274,0.07,nc,nc72626975,2016-04-26T00:03:03.093Z,"19km SSE of Ridgemark, California",earthquake,0.1,0.23,0.182,108,reviewed,nc,nc
