time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-04-26T16:43:12.529Z,40.6405,-119.4585,5.1,1.9,ml,6,166.38,0.711,0.0401,nn,nn00541900,2016-04-26T16:58:52.532Z,"9km NW of Gerlach-Empire, Nevada",earthquake,,6.4,0.07,3,reviewed,nn,nn
2016-04-26T16:14:25.620Z,32.5415,-115.632,10.7,2.3,ml,18,143,0.1338,0.26,ci,ci37336583,2016-04-26T17:06:21.922Z,"6km SW of Progreso, B.C., MX",earthquake,0.61,0.93,0.217,21,reviewed,ci,ci
2016-04-26T16:12:38.860Z,4.5405,127.6428,127.79,4.5,mb,,134,3.244,0.43,us,us10005bnk,2016-04-26T19:23:52.107Z,"258km SE of Pondaguitan, Philippines",earthquake,10.4,8.7,0.085,40,reviewed,us,us
2016-04-26T16:00:25.000Z,63.0214,-151.5447,0,1.8,ml,,,,0.71,ak,ak13496936,2016-04-26T16:31:43.306Z,"107km NW of Talkeetna, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-04-26T15:59:03.140Z,46.6093333,-119.8503333,6.52,1.07,ml,8,135,0.05094,0.04,uw,uw61130712,2016-04-26T16:11:31.140Z,"9km SSE of Desert Aire, Washington",earthquake,0.28,0.46,0.12,4,reviewed,uw,uw
2016-04-26T15:55:55.148Z,41.8858,-119.639,10.9,2.1,ml,6,145.06,0.134,0.1277,nn,nn00541892,2016-04-26T16:05:06.409Z,"67km ESE of Lakeview, Oregon",earthquake,,3.4,0.29,4,reviewed,nn,nn
2016-04-26T15:44:11.900Z,35.5201,-97.0899,6.892,3.6,mwr,,40,,0.65,us,us10005bn1,2016-04-26T18:36:27.368Z,"7km ENE of Harrah, Oklahoma",earthquake,1.9,5.6,0.046,45,reviewed,tul,us
2016-04-26T15:33:50.030Z,32.6915,-115.3891667,16.13,1.94,ml,20,84,0.07591,0.18,ci,ci37336559,2016-04-26T16:41:59.448Z,"9km ENE of Mexicali, B.C., MX",earthquake,0.39,0.65,0.181,35,reviewed,ci,ci
2016-04-26T15:05:36.060Z,38.8226662,-122.8036652,0.83,1.08,md,6,209,0.005059,0.02,nc,nc72627575,2016-04-26T17:04:02.450Z,"6km NW of The Geysers, California",earthquake,1.04,0.69,0.05,2,automatic,nc,nc
2016-04-26T15:01:24.790Z,38.1936,141.672,44.31,5,mb,,87,0.768,0.91,us,us10005bmk,2016-04-26T18:29:00.512Z,"40km SE of Ishinomaki, Japan",earthquake,6.2,5.5,0.034,274,reviewed,us,us
2016-04-26T14:52:44.870Z,37.9042,-112.5146,5,2.8,ml,,75,0.294,0.5,us,us10005bmd,2016-04-26T15:21:43.057Z,"11km NW of Panguitch, Utah",earthquake,1.9,2,0.037,95,reviewed,us,us
2016-04-26T14:51:09.110Z,33.4708333,-116.4415,11.75,1.03,ml,40,79,0.05406,0.19,ci,ci37336543,2016-04-26T16:35:00.019Z,"24km ESE of Anza, CA",earthquake,0.22,0.49,0.132,23,reviewed,ci,ci
2016-04-26T14:49:37.400Z,18.589,-65.3195,70,3.1,Md,15,208.8,0.28117268,0.17,pr,pr16117004,2016-04-26T17:35:10.040Z,"31km N of Culebra, Puerto Rico",earthquake,1.3,1,0,12,reviewed,pr,pr
2016-04-26T14:48:14.000Z,62.9355,-151.1592,114.9,2,ml,,,,0.53,ak,ak13496737,2016-04-26T15:49:59.533Z,"86km NW of Talkeetna, Alaska",earthquake,0.7,1.3,,,automatic,ak,ak
2016-04-26T14:23:37.647Z,39.4747,-118.71,6.6,2.2,ml,16,170.57,0.485,0.1077,nn,nn00541891,2016-04-26T15:58:53.083Z,"5km E of Fallon, Nevada",earthquake,,5.4,0.15,10,reviewed,nn,nn
2016-04-26T14:18:23.950Z,37.574,-118.8576667,4.79,1.07,md,26,87,0.02776,0.04,nc,nc72627565,2016-04-26T22:45:04.177Z,"13km SE of Mammoth Lakes, California",earthquake,0.21,0.44,0.133,22,reviewed,nc,nc
2016-04-26T14:17:08.630Z,19.369,-155.2121667,2.896,1.88,ml,25,109,0.005704,0.09,hv,hv61242161,2016-04-26T17:26:59.270Z,"7km SSE of Volcano, Hawaii",earthquake,0.32,0.24,0.054,2,reviewed,hv,hv
2016-04-26T14:15:26.350Z,35.7483333,-82.5765,0.04,1.92,md,8,101,0.2075,0.12,se,se60025428,2016-04-26T15:17:51.690Z,"5km NNW of Weaverville, North Carolina",earthquake,0.33,7.09,0.135,4,reviewed,se,se
2016-04-26T14:13:10.900Z,19.3683333,-155.2145,2.906,1.88,md,49,54,0.005504,0.11,hv,hv61242151,2016-04-26T15:14:36.770Z,"7km SSE of Volcano, Hawaii",earthquake,0.19,0.18,0.25,11,reviewed,hv,hv
2016-04-26T14:07:53.000Z,59.9208,-152.885,101.5,2.6,ml,,,,0.42,ak,ak13496543,2016-04-26T15:10:05.767Z,"61km WNW of Anchor Point, Alaska",earthquake,1,0.9,,,automatic,ak,ak
2016-04-26T14:05:10.000Z,64.2003,-153.42,0,1.9,ml,,,,0.73,ak,ak13496540,2016-04-26T15:09:05.555Z,"116km ESE of Ruby, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-04-26T13:43:49.000Z,59.6979,-152.2883,65.4,2.6,ml,,,,0.71,ak,ak13496535,2016-04-26T14:29:22.718Z,"27km WSW of Anchor Point, Alaska",earthquake,0.8,0.8,,,automatic,ak,ak
2016-04-26T13:36:48.466Z,41.8577,-119.6351,8.5,1.2,ml,4,223.61,0.153,0.1849,nn,nn00541962,2016-04-26T20:20:54.488Z,"69km ESE of Lakeview, Oregon",earthquake,,8.2,0.32,2,reviewed,nn,nn
2016-04-26T13:30:07.510Z,38.7840004,-122.7801666,2.65,2.12,md,39,77,0.01099,0.04,nc,nc72627540,2016-04-26T14:26:04.122Z,"2km WNW of The Geysers, California",earthquake,0.2,0.33,0.13,15,automatic,nc,nc
2016-04-26T13:14:40.000Z,61.9069,-149.3914,30.5,3.1,ml,,,,0.69,ak,ak13496525,2016-04-26T14:29:34.744Z,"19km NNW of Fishhook, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-04-26T13:11:10.480Z,38.7948341,-122.8105011,3.01,1.22,md,17,125,0.008715,0.02,nc,nc72627530,2016-04-26T13:45:03.661Z,"5km WNW of The Geysers, California",earthquake,0.3,0.57,0.17,4,automatic,nc,nc
2016-04-26T12:43:48.800Z,48.594,-123.0686667,4.7,1.05,ml,4,163,0.1782,0.23,uw,uw61130657,2016-04-26T19:19:08.510Z,"7km NNW of Friday Harbor, Washington",earthquake,1.13,17.55,0.243,2,reviewed,uw,uw
2016-04-26T12:29:37.871Z,40.6381,-119.4895,3,1.4,ml,8,150.84,0.74,0.1599,nn,nn00541885,2016-04-26T16:55:20.908Z,"11km NW of Gerlach-Empire, Nevada",earthquake,,4.6,0.21,3,reviewed,nn,nn
2016-04-26T12:21:08.220Z,-11.2385,163.4312,35.51,4.5,mb,,155,3.866,0.74,us,us10005blv,2016-04-26T13:07:20.435Z,"186km ESE of Kirakira, Solomon Islands",earthquake,10.8,10.6,0.144,14,reviewed,us,us
2016-04-26T12:20:06.790Z,37.5071667,-118.6885,13.95,1.17,md,27,88,0.03278,0.04,nc,nc72627525,2016-04-27T00:48:05.377Z,"26km NW of West Bishop, California",earthquake,0.35,0.76,0.194,25,reviewed,nc,nc
2016-04-26T12:17:48.000Z,18.02,-65.3805,18,2.1,Md,5,223.2,0.18056137,0.15,pr,pr16117006,2016-04-26T16:04:49.755Z,"12km SE of Esperanza, Puerto Rico",earthquake,1.3,0.6,0,4,reviewed,pr,pr
2016-04-26T12:17:09.100Z,43.2675,-110.876,3.61,1.09,ml,6,318,0.096,0.11,mb,mb80139839,2016-04-26T21:41:59.860Z,"7km WSW of Hoback, Wyoming",earthquake,1.51,1.39,0.204,6,reviewed,mb,mb
2016-04-26T12:10:31.000Z,63.0158,-150.846,108.7,2.2,ml,,,,0.71,ak,ak13496322,2016-04-26T12:57:12.284Z,"85km NNW of Talkeetna, Alaska",earthquake,0.4,0.7,,,automatic,ak,ak
2016-04-26T12:08:43.510Z,-59.4217,-26.9579,35,5.1,mb,,59,7.332,0.86,us,us10005blt,2016-04-26T12:57:24.097Z,"50km SSW of Bristol Island, South Sandwich Islands",earthquake,5.6,1.9,0.099,33,reviewed,us,us
2016-04-26T12:04:09.090Z,18.4891,-103.3987,35,4.8,mb,,183,4.082,1.19,us,us10005blp,2016-04-26T12:49:05.197Z,"40km SE of Coahuayana, Mexico",earthquake,9,2,0.03,352,reviewed,us,us
2016-04-26T12:00:42.380Z,48.584,-123.0738333,-0.23,1.32,ml,6,129,0.1861,0.19,uw,uw61130652,2016-04-26T19:18:03.500Z,"6km NW of Friday Harbor, Washington",earthquake,0.51,1.04,0.225,2,reviewed,uw,uw
2016-04-26T11:26:02.700Z,19.5349,-65.413,60,3.3,Md,9,284.4,1.22709868,0.18,pr,pr16117005,2016-04-26T16:03:00.496Z,"130km NNE of Vieques, Puerto Rico",earthquake,4,12.6,0,6,reviewed,pr,pr
2016-04-26T11:08:56.000Z,59.9708,-153.3491,147.9,2.9,ml,,,,0.99,ak,ak13496135,2016-04-26T11:36:40.942Z,"66km SSW of Redoubt Volcano, Alaska",earthquake,0.7,0.5,,,automatic,ak,ak
2016-04-26T10:58:57.910Z,-20.926,-178.7843,592.27,4.5,mb,,132,4.351,0.98,us,us10005bli,2016-04-26T11:23:08.814Z,"31km SSW of Ndoi Island, Fiji",earthquake,13.5,7.8,0.085,41,reviewed,us,us
2016-04-26T10:50:59.420Z,40.7050018,-123.8323364,10.7,1.39,md,5,216,0.1857,0.04,nc,nc72627505,2016-04-26T12:05:02.437Z,"23km SSE of Blue Lake, California",earthquake,2.66,3.6,,1,automatic,nc,nc
2016-04-26T10:37:42.000Z,63.1014,-151.3652,0,1.6,ml,,,,0.86,ak,ak13496133,2016-04-26T11:35:55.092Z,"107km NW of Talkeetna, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-04-26T10:31:36.198Z,37.093,-117.8852,12.4,1.1,ml,9,162.93,0.237,0.0732,nn,nn00541928,2016-04-26T18:20:18.273Z,"36km ESE of Big Pine, California",earthquake,,8.1,0.25,3,reviewed,nn,nn
2016-04-26T10:29:34.000Z,62.3644,-149.0572,7.1,1.6,ml,,,,0.64,ak,ak13496132,2016-04-26T10:54:24.953Z,"47km ENE of Y, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-04-26T10:16:21.240Z,33.4745,-116.4933333,6.96,1.32,ml,46,77,0.07465,0.19,ci,ci37336511,2016-04-26T16:27:19.650Z,"19km ESE of Anza, CA",earthquake,0.21,0.61,0.197,25,reviewed,ci,ci
2016-04-26T10:12:30.720Z,40.6733,-119.374,3.1,1.3,ml,6,201.92,0.759,,nn,nn00541880,2016-04-26T10:13:59.667Z,"10km N of Gerlach-Empire, Nevada",earthquake,,,,,automatic,nn,nn
2016-04-26T10:01:42.000Z,62.2082,-150.7249,61.6,1.8,ml,,,,0.18,ak,ak13495949,2016-04-26T10:54:24.000Z,"34km WSW of Talkeetna, Alaska",earthquake,0.6,2.1,,,automatic,ak,ak
2016-04-26T09:35:27.740Z,37.386,-118.4213333,4.6,1.43,md,19,153,0.04366,0.06,nc,nc72627485,2016-04-27T00:01:03.364Z,"0km W of Dixon Lane-Meadow Creek, California",earthquake,0.35,0.69,0.164,14,reviewed,nc,nc
2016-04-26T09:24:16.360Z,35.743,-82.575,0.16,1.93,md,7,149,0.2067,0.12,se,se60025403,2016-04-26T14:44:24.430Z,"5km NNW of Weaverville, North Carolina",earthquake,0.45,7.16,0.152,5,reviewed,se,se
2016-04-26T09:19:38.700Z,19.635,-64.7031,18,2.6,Md,3,334.8,1.29806559,0.05,pr,pr16117003,2016-04-26T12:10:08.668Z,"135km N of Road Town, British Virgin Islands",earthquake,4.1,8.3,0,3,reviewed,pr,pr
2016-04-26T09:14:05.830Z,-7.283,129.409,127.4,4.3,mb,,136,1.998,1.44,us,us10005bl9,2016-04-26T10:19:03.885Z,"223km WNW of Saumlaki, Indonesia",earthquake,8.4,10.9,0.147,13,reviewed,us,us
2016-04-26T09:06:38.060Z,35.7433333,-82.5753333,1.25,1.06,md,3,159,0.2066,0.07,se,se60025503,2016-04-26T17:56:14.610Z,"5km NNW of Weaverville, North Carolina",earthquake,0.51,8.98,0.015,3,reviewed,se,se
2016-04-26T08:47:27.300Z,34.3676667,-116.4585,5.05,1.8,ml,63,44,0.09862,0.12,ci,ci37336495,2016-04-26T16:00:19.650Z,"28km N of Yucca Valley, CA",earthquake,0.11,0.57,0.151,62,reviewed,ci,ci
2016-04-26T08:43:00.200Z,37.4273333,-118.5675,8.56,1.22,md,9,90,0.07412,0.05,nc,nc72627470,2016-04-26T19:54:03.801Z,"11km WNW of West Bishop, California",earthquake,0.71,1.18,0.445,8,reviewed,nc,nc
2016-04-26T08:35:25.580Z,34.9926667,-117.5033333,3.2,1.55,ml,33,60,0.1383,0.13,ci,ci37336487,2016-04-26T15:41:01.470Z,"13km E of Boron, CA",earthquake,0.2,0.65,0.174,35,reviewed,ci,ci
2016-04-26T08:18:15.000Z,63.5686,-147.5191,3.9,1.4,ml,,,,0.92,ak,ak13495942,2016-04-26T08:55:38.815Z,"74km ENE of Cantwell, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-04-26T08:07:21.040Z,34.2798333,-117.0321667,3.27,2.89,ml,124,21,0.09391,0.15,ci,ci37336479,2016-04-27T08:08:43.198Z,"11km NE of Running Springs, CA",earthquake,0.09,0.36,0.141,199,reviewed,ci,ci
2016-04-26T07:20:17.000Z,63.0676,-151.4495,8.4,1,ml,,,,0.6,ak,ak13495941,2016-04-26T22:08:01.339Z,"107km NW of Talkeetna, Alaska",earthquake,0.7,0.4,,,reviewed,ak,ak
2016-04-26T07:06:37.605Z,40.6183,-119.4446,0,1.1,ml,3,313.94,0.734,0.1178,nn,nn00541935,2016-04-26T18:32:43.965Z,"6km NW of Gerlach-Empire, Nevada",earthquake,,0,0.05,2,reviewed,nn,nn
2016-04-26T06:40:03.000Z,63.4199,-148.9519,12.4,1.2,ml,,,,0.38,ak,ak13495939,2016-04-26T07:37:50.307Z,"3km N of Cantwell, Alaska",earthquake,0.4,0.3,,,automatic,ak,ak
2016-04-26T06:25:56.930Z,36.4696,-98.6357,11.11,3.5,mb_lg,,42,0.033,0.81,us,us10005bmy,2016-04-26T15:51:04.744Z,"26km NNW of Fairview, Oklahoma",earthquake,2.9,4.9,0.052,97,reviewed,us,us
2016-04-26T06:25:44.750Z,36.4576,-98.6888,6.56,3.4,mb_lg,,54,0.027,0.75,us,us10005bkw,2016-04-26T23:58:23.176Z,"28km NW of Fairview, Oklahoma",earthquake,3.4,5.6,0.053,94,reviewed,us,us
2016-04-26T05:55:06.940Z,47.5063333,-122.0018333,2.44,1.32,ml,16,70,0.07858,0.25,uw,uw61130602,2016-04-26T19:13:48.920Z,"3km SE of Issaquah, Washington",earthquake,0.39,0.62,0.164,18,reviewed,uw,uw
2016-04-26T05:52:36.000Z,17.8952,-65.63,11,2,Md,4,280.8,0.21290072,0.07,pr,pr16117002,2016-04-26T07:22:07.962Z,"28km SE of El Negro, Puerto Rico",earthquake,0.9,0.6,0,2,reviewed,pr,pr
2016-04-26T05:40:28.000Z,62.5907,-149.151,47.4,2,ml,,,,0.53,ak,ak13495756,2016-04-26T06:21:16.004Z,"57km ENE of Talkeetna, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-04-26T05:32:22.190Z,34.6478333,-85.4978333,14.63,2.42,md,19,70,0.1424,0.09,se,se60112847,2016-04-26T12:07:48.520Z,"20km WSW of LaFayette, Georgia",earthquake,0.2,0.41,0.094,13,reviewed,se,se
2016-04-26T05:30:57.000Z,61.7545,-150.2368,42.2,1.9,ml,,,,0.82,ak,ak13495752,2016-04-26T06:21:14.899Z,"10km W of Willow, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-04-26T05:28:47.200Z,35.7493333,-82.576,0.01,2.04,md,10,103,0.2083,0.13,se,se60025408,2016-04-26T14:27:17.630Z,"5km NNW of Weaverville, North Carolina",earthquake,0.33,4.42,0.269,6,reviewed,se,se
2016-04-26T05:21:50.750Z,19.693,-155.423,25.501,1.65,md,34,74,0.1062,0.11,hv,hv61241941,2016-04-27T03:49:24.080Z,"34km NNW of Volcano, Hawaii",earthquake,0.52,0.9,0.042,15,reviewed,hv,hv
2016-04-26T05:07:48.000Z,59.8522,-152.5578,81.8,2,ml,,,,0.63,ak,ak13495749,2016-04-26T05:43:05.864Z,"41km WNW of Anchor Point, Alaska",earthquake,0.8,1,,,automatic,ak,ak
2016-04-26T04:58:36.000Z,62.167,-145.5945,18.8,1.4,ml,,,,0.52,ak,ak13495742,2016-04-26T18:38:55.271Z,"6km NNW of Glennallen, Alaska",earthquake,0.5,0.7,,,reviewed,ak,ak
2016-04-26T04:58:05.000Z,53.3808,-166.9684,68.7,2.2,ml,,,,0.31,ak,ak13495741,2016-04-26T18:38:59.299Z,"61km SSW of Unalaska, Alaska",earthquake,4.3,1.9,,,reviewed,ak,ak
2016-04-26T04:55:23.000Z,51.6656,-178.6773,32.6,2.5,ml,,,,0.79,ak,ak13495737,2016-04-26T19:20:41.074Z,"44km WSW of Tanaga Volcano, Alaska",earthquake,3.1,2.3,,,reviewed,ak,ak
2016-04-26T04:32:46.190Z,37.4008331,-121.7901688,1.28,2.7,md,63,39,0.03265,0.05,nc,nc72627425,2016-04-26T07:41:07.888Z,"3km NE of East Foothills, California",earthquake,0.09,0.41,0.16,71,automatic,nc,nc
2016-04-26T04:24:16.000Z,63.5642,-147.4261,0,2.2,ml,,,,0.63,ak,ak13495552,2016-04-26T05:02:06.643Z,"78km ENE of Cantwell, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-04-26T04:19:52.350Z,-4.4689,140.1815,74.97,5.7,mb,,41,8.064,0.88,us,us10005bki,2016-04-26T14:24:20.000Z,"178km N of Tanahmerah, Indonesia",earthquake,7.7,7.9,0.067,79,reviewed,us,us
2016-04-26T03:59:47.000Z,61.5113,-149.9121,33.8,1.3,ml,,,,0.85,ak,ak13495549,2016-04-26T05:02:05.713Z,"2km ESE of Big Lake, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-04-26T03:50:10.070Z,33.9848333,-117.0908333,12.71,1.91,ml,92,20,0.05359,0.15,ci,ci37336471,2016-04-26T15:29:34.660Z,"4km W of Calimesa, CA",earthquake,0.1,0.27,0.175,91,reviewed,ci,ci
2016-04-26T03:39:34.000Z,67.051,-147.1358,120.5,1.7,ml,,,,1.24,ak,ak13495548,2016-04-26T04:19:33.221Z,"98km NW of Fort Yukon, Alaska",earthquake,0.8,2.7,,,automatic,ak,ak
2016-04-26T03:32:52.640Z,36.3255,-89.5381667,10.11,1.87,md,25,35,0.03945,0.09,nm,nm60112842,2016-04-26T12:29:56.600Z,"8km SW of Tiptonville, Tennessee",earthquake,0.29,0.65,0.094,16,reviewed,nm,nm
2016-04-26T03:11:35.002Z,37.2199,-114.6967,0,1.3,ml,8,111.1,0.338,0.1317,nn,nn00541857,2016-04-26T16:45:47.578Z,"44km ESE of Alamo, Nevada",earthquake,,0,0.84,4,reviewed,nn,nn
2016-04-26T02:44:25.000Z,59.7583,-152.0931,48.8,2.1,ml,,,,0.5,ak,ak13495539,2016-04-26T03:38:56.850Z,"14km W of Anchor Point, Alaska",earthquake,0.6,1.1,,,automatic,ak,ak
2016-04-26T02:31:19.080Z,33.4763333,-116.491,7.9,1.03,ml,37,98,0.07198,0.16,ci,ci37336455,2016-04-26T14:55:16.848Z,"19km ESE of Anza, CA",earthquake,0.2,0.48,0.086,20,reviewed,ci,ci
2016-04-26T02:10:21.650Z,41.0018,-80.4279,5,1.9,ml,,54,0.366,0.77,us,us10005bs0,2016-04-26T21:53:24.040Z,"4km WSW of Oakwood, Pennsylvania",earthquake,1.6,2,0.091,16,reviewed,us,us
2016-04-26T02:08:05.300Z,18.253,-63.6464,41,3.2,Md,4,349.2,1.07169013,0.05,pr,pr16117001,2016-04-26T04:08:06.779Z,"62km W of The Valley, Anguilla",earthquake,3.7,6.2,0,1,reviewed,pr,pr
2016-04-26T02:08:05.130Z,-9.9922,-78.6364,47.71,4.7,mb,,179,2.652,1.24,us,us10005bk2,2016-04-26T02:41:30.273Z,"53km W of Huarmey, Peru",earthquake,6.8,11.2,0.074,55,reviewed,us,us
2016-04-26T02:02:42.860Z,19.3911667,-155.4923401,8.84,1.92,md,39,68,0.03821,0.19,hv,hv61241796,2016-04-26T02:06:02.720Z,"20km N of Pahala, Hawaii",earthquake,0.36,0.72,0.15,21,automatic,hv,hv
2016-04-26T01:50:15.480Z,6.5927,-73.4646,122.99,4.6,mb,,66,1.642,1.12,us,us10005bk0,2016-04-26T02:50:47.538Z,"12km SSE of El Carmen, Colombia",earthquake,3.8,10.3,0.146,14,reviewed,us,us
2016-04-26T01:45:12.497Z,40.6446,-119.474,7.2,1.4,ml,5,306.26,0.75,0.1307,nn,nn00541854,2016-04-26T16:33:12.255Z,"10km NW of Gerlach-Empire, Nevada",earthquake,,7,0.08,3,reviewed,nn,nn
2016-04-26T00:59:19.350Z,37.571167,-118.8583298,4.92,1.83,md,29,87,0.02989,0.04,nc,nc72627365,2016-04-26T01:47:02.051Z,"13km SE of Mammoth Lakes, California",earthquake,0.22,0.5,0.12,25,automatic,nc,nc
2016-04-26T00:53:35.000Z,63.2777,-151.0004,6.8,1.3,ml,,,,0.62,ak,ak13495203,2016-04-26T01:36:27.892Z,"103km W of Cantwell, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-04-26T00:37:12.610Z,45.064,-117.9116667,7.24,1.48,ml,4,187,0.4792,0.16,uw,uw61130502,2016-04-26T19:01:58.910Z,"16km SSW of Union, Oregon",earthquake,1.21,15.45,0.038,2,reviewed,uw,uw
2016-04-26T00:36:30.000Z,63.2637,-151.0879,1.3,1.6,ml,,,,0.61,ak,ak13495201,2016-04-26T01:36:29.572Z,"108km W of Cantwell, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-04-26T00:33:36.510Z,31.6693,50.929,10,4.6,mb,,42,6.027,0.72,us,us10005bjk,2016-04-26T01:40:24.103Z,"47km SW of Borujen, Iran",earthquake,3.9,1.9,0.054,100,reviewed,us,us
2016-04-26T00:32:11.560Z,39.8264999,-122.3363342,-0.97,1.84,md,7,95,0.2663,0.06,nc,nc72627345,2016-04-26T05:12:02.501Z,"14km NW of Orland, California",earthquake,0.56,1.2,0.27,7,automatic,nc,nc
2016-04-26T00:23:38.200Z,19.492,-65.3735,76,3.6,Md,13,288,1.1812846,0.23,pr,pr16117000,2016-04-26T01:13:16.040Z,"127km NNE of Vieques, Puerto Rico",earthquake,2.1,4.9,0,13,reviewed,pr,pr
2016-04-26T00:01:25.690Z,48.46,-123.2451667,20.48,1.53,ml,12,100,0.07009,0.24,uw,uw61130497,2016-04-26T20:00:01.980Z,"9km ENE of Victoria, Canada",earthquake,0.69,1.13,0.089,10,reviewed,uw,uw
2016-04-26T00:00:18.520Z,35.7,-118.0686667,0.51,1.5,ml,27,53,0.1415,0.13,ci,ci37336439,2016-04-26T00:34:02.383Z,"24km WNW of Inyokern, CA",earthquake,0.18,0.31,0.193,22,reviewed,ci,ci
2016-04-25T23:51:58.970Z,-4.954,142.771,108.82,4.7,mb,,50,5.421,0.48,us,us10005bjf,2016-04-26T01:46:55.632Z,"74km NW of Porgera, Papua New Guinea",earthquake,9.9,7.5,0.062,80,reviewed,us,us
2016-04-25T23:21:27.330Z,19.4001667,-155.5063333,13.634,1.17,md,14,106,0.04019,0.06,hv,hv61241676,2016-04-26T17:49:47.140Z,"21km N of Pahala, Hawaii",earthquake,0.49,1.08,0.058,8,reviewed,hv,hv
2016-04-25T23:13:10.000Z,36.0181667,-117.7993333,1.46,1.5,ml,17,105,0.0285,0.11,ci,ci37336423,2016-04-26T00:30:04.040Z,"13km NE of Little Lake, CA",earthquake,0.2,0.16,0.239,17,reviewed,ci,ci
2016-04-25T23:12:53.000Z,51.9648,-178.7227,33.7,2.2,ml,,,,0.76,ak,ak13495039,2016-04-26T01:37:02.776Z,"40km WNW of Tanaga Volcano, Alaska",earthquake,3.5,1.3,,,reviewed,ak,ak
2016-04-25T22:59:07.800Z,39.0375,-123.0758333,2.33,1.79,md,17,58,0.04403,0.04,nc,nc72627325,2016-04-27T03:00:03.244Z,"13km W of Lakeport, California",earthquake,0.19,0.64,0.174,11,reviewed,nc,nc
2016-04-25T22:51:16.680Z,-22.1239,-179.4351,572.11,4.6,mb,,112,4.956,0.57,us,us10005bj9,2016-04-26T00:04:39.393Z,"180km SSW of Ndoi Island, Fiji",earthquake,9.9,11.1,0.094,34,reviewed,us,us
2016-04-25T22:25:01.340Z,46.195,-122.1783333,1.48,1.01,ml,16,80,0.009988,0.16,uw,uw61130477,2016-04-26T18:39:25.740Z,"37km NNE of Amboy, Washington",earthquake,0.5,0.24,0.227,14,reviewed,uw,uw
2016-04-25T22:20:49.370Z,-30.9435,-71.7591,23.87,4.3,mwr,,131,0.289,0.81,us,us10005bhz,2016-04-25T23:18:23.188Z,"65km SW of Ovalle, Chile",earthquake,4.4,3.9,0.05,39,reviewed,us,us
2016-04-25T22:08:18.840Z,38.7988319,-122.7245026,1.72,1.27,md,13,72,0.009122,0.02,nc,nc72627315,2016-04-26T01:06:01.955Z,"2km S of Cobb, California",earthquake,0.28,0.68,0.08,5,automatic,nc,nc
2016-04-25T22:05:09.000Z,60.4577,-151.0226,34.6,2.1,ml,,,,0.88,ak,ak13495024,2016-04-25T22:49:55.043Z,"3km SSE of Soldotna, Alaska",earthquake,0.4,0.6,,,automatic,ak,ak
2016-04-25T21:47:15.440Z,-55.6176,-26.7501,10,5.2,mb,,81,5.769,0.96,us,us10005bhq,2016-04-25T22:05:38.459Z,"123km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10,1.9,0.07,67,reviewed,us,us
2016-04-25T21:44:57.000Z,61.9392,-152.7622,0,2,ml,,,,0.47,ak,ak13494870,2016-04-25T22:49:51.024Z,"144km WSW of Talkeetna, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-04-25T21:36:26.990Z,37.2131,-118.301,7.1,1.6,ml,17,117.67,0.15,0.119,nn,nn00541806,2016-04-25T23:30:45.503Z,"5km N of Big Pine, California",earthquake,1.5,3.6,0.32,7,reviewed,nn,nn
2016-04-25T21:20:03.000Z,60.0231,-152.3839,28.8,1.9,ml,9,133.199989344001,,0.41,ak,ak13494736,2016-04-25T22:23:18.267Z,"41km NW of Anchor Point, Alaska",earthquake,1.9,1.3,,,automatic,ak,ak
2016-04-25T21:15:53.580Z,-1.0648,-80.7145,10,4.6,mb,,101,1.893,1.8,us,us10005bha,2016-04-25T21:57:17.716Z,"5km WSW of Montecristi, Ecuador",earthquake,2.8,1.9,0.076,52,reviewed,us,us
2016-04-25T21:13:58.210Z,49.3783333,-120.5025,-0.53,1.75,ml,7,202,0.5826,0.27,uw,uw61130462,2016-04-26T18:59:21.790Z,"8km S of Princeton, Canada",explosion,2.6,31.61,0.145,4,reviewed,uw,uw
2016-04-25T21:07:48.210Z,35.755,-82.5661667,4.3,1.85,md,4,242,0.2286,0.08,se,se60025413,2016-04-26T14:48:25.330Z,"6km N of Weaverville, North Carolina",earthquake,1.47,2.5,0.131,4,reviewed,se,se
2016-04-25T20:39:51.840Z,47.9416667,-114.9045,3.54,1.17,ml,12,137,0.12,0.08,mb,mb80139439,2016-04-26T14:07:43.690Z,"50km NE of Thompson Falls, Montana",earthquake,0.36,0.58,0.098,4,reviewed,mb,mb
